312051,55.913,-160.041,1323
312052,55.929,-160.002,1555
312053,55.954,-159.954,1557
312060,56.011,-159.797,1895
312070,56.17,-159.38,2507
312080,56.552,-158.785,1032
312090,56.88,-158.17,1341
312100,57.019,-157.185,1345
312110,57.135,-156.99,2221
312120,57.203,-156.745,1677
312130,57.751,-156.368,1474
312131,57.832,-156.51,91
312132,57.87,-155.411,402
312140,58.172,-155.361,1863
312150,58.195,-155.253,2165
312160,58.236,-155.1,1864
312170,58.28,-154.963,2047
312180,58.27,-155.157,841
312190,58.354,-155.092,2317
312200,58.336,-154.682,2162
312210,58.418,-154.449,2287
312220,58.43,-154.4,2272
312230,58.453,-154.355,2043
312250,58.608,-154.028,901
312260,58.77,-153.672,2105
312270,58.855,-153.542,2140
313010,59.363,-153.43,1252
313020,60.032,-153.09,3053
313030,60.485,-152.742,3108
313040,61.299,-152.251,3374
313050,61.64,-152.411,3034
314010,57.18,-170.3,203
314030,61.43,-164.47,190
314040,63.45,-162.12,715
314060,65.517,-163.45,610
315001,64.062,-148.433,830
315020,62.006,-144.017,4278
315030,61.38,-141.75,5005
315040,57.05,-135.75,970
315050,56.5,-133.1,15
315060,55.25,-133.3,50
315070,55.32,-131.05,500
320010,62.93,-137.38,1239
320020,60.42,-135.42,2217
320030,59.68,-133.32,1880
320031,59.37,-130.58,2123
320040,58.6,-131.97,2012
320050,58.42,-131.35,2190
320060,57.72,-130.63,2786
320070,57.43,-130.68,2430
320080,56.78,-131.28,1850
320090,56.58,-130.55,1880
320100,55.12,-128.9,609
320110,54.7,-130.23,335
320120,52.5,-128.73,335
